song title,artist/band name,year,lyrics url
Say You(2008 Reissue Bonus Track),"Phair, Liz",1993,https://www.azlyrics.com/lyrics/lizphair/sayyou.html
Paris1798430,"Campbell, Tevin",1993,https://www.azlyrics.com/lyrics/tevincampbell/paris1798430.html
Brainstorm,Monster Magnet,1993,https://www.azlyrics.com/lyrics/monstermagnet/brainstorm.html
Disconnected,"Benatar, Pat",1993,https://www.azlyrics.com/lyrics/patbenatar/disconnected.html
Orgasm,Porno For Pyros,1993,https://www.azlyrics.com/lyrics/pornoforpyros/orgasm.html
El Gato,Banda Los Recoditos,1994,https://www.azlyrics.com/lyrics/bandalosrecoditos/elgato.html
O Come All Ye Faithful,"Summer, Donna",1994,https://www.azlyrics.com/lyrics/donnasummer/ocomeallyefaithful.html
You Couldn't Be Cuter,"Fitzgerald, Ella",1994,https://www.azlyrics.com/lyrics/ellafitzgerald/youcouldntbecuter.html
Ave Maria,Diana Ross,1994,https://www.azlyrics.com/lyrics/dianaross/avemaria.html
Where Will You Be,Yes,1994,https://www.azlyrics.com/lyrics/yes/wherewillyoube.html
Dragons,"Nail, Jimmy",1994,https://www.azlyrics.com/lyrics/jimmynail/dragons.html
Uncle John's Band,Jimmy Buffett,1994,https://www.azlyrics.com/lyrics/jimmybuffett/unclejohnsband.html
G's,Scarface,1994,https://www.azlyrics.com/lyrics/scarface/gs.html
Love Has A Hold On Me,"Grant, Amy",1994,https://www.azlyrics.com/lyrics/amygrant/lovehasaholdonme.html
Parade,Alphaville,1994,https://www.azlyrics.com/lyrics/alphaville/parade.html
Wish I Could,"Jesus And Mary Chain, The",1994,https://www.azlyrics.com/lyrics/jesusandmarychain/wishicould.html
Garis Warna,GIGI,1994,https://www.azlyrics.com/lyrics/gigi/gariswarna.html
Sailin' 'Cross The Devil's Sea,"Allman Brothers Band, The",1994,https://www.azlyrics.com/lyrics/allmanbrothersband/sailincrossthedevilssea.html
Ashes In Your Mouth (Live),Megadeth,1994,https://www.azlyrics.com/lyrics/megadeth/ashesinyourmouthlive.html
Unrelated Thing,They Might Be Giants,1994,https://www.azlyrics.com/lyrics/theymightbegiants/unrelatedthing.html
Long Ago,"Carey, Mariah",1995,https://www.azlyrics.com/lyrics/mariahcarey/longago.html
Deep Down,"Tillis, Pam",1995,https://www.azlyrics.com/lyrics/pamtillis/deepdown.html
The Day I Was Born,EMF,1995,https://www.azlyrics.com/lyrics/emf/thedayiwasborn.html
God Is Good All The Time,"Moen, Don",1995,https://www.azlyrics.com/lyrics/donmoen/godisgoodallthetime.html
Merchant Of Love,"Armatrading, Joan",1995,https://www.azlyrics.com/lyrics/joanarmatrading/merchantoflove.html
True Love Travels A Gravel Road,"Highwaymen, The",1995,https://www.azlyrics.com/lyrics/highwaymen/truelovetravelsagravelroad.html
The Song Is You,Frank Sinatra,1995,https://www.azlyrics.com/lyrics/franksinatra/thesongisyou.html
Faithfully,Peter Cetera,1995,https://www.azlyrics.com/lyrics/petercetera/faithfully.html
Stalemate,Nada Surf,1996,https://www.azlyrics.com/lyrics/nadasurf/stalemate.html
Drink Drank Punk,Anti-Flag,1996,https://www.azlyrics.com/lyrics/antiflag/drinkdrankpunk.html
World Is Static,Jimmy Eat World,1996,https://www.azlyrics.com/lyrics/jimmyeatworld/worldisstatic.html
Bloke,Republica,1996,https://www.azlyrics.com/lyrics/republica/bloke.html
I Don't Believe A Word,Motorhead,1996,https://www.azlyrics.com/lyrics/motorhead/idontbelieveaword.html
Wait,Steelheart,1996,https://www.azlyrics.com/lyrics/steelheart/wait.html
Seduces Me,"Dion, Celine",1996,https://www.azlyrics.com/lyrics/celinedion/seducesme.html
A Side Wins,Sloan,1996,https://www.azlyrics.com/lyrics/sloan/asidewins.html
Que Digan Misa,"Fernandez, Alejandro",1996,https://www.azlyrics.com/lyrics/alejandrofernandez/quediganmisa.html
"Blame, Etc.","Afghan Whigs, The",1996,https://www.azlyrics.com/lyrics/afghanwhigs/blameetc.html
Safe And Sound,Andrew Gold,1996,https://www.azlyrics.com/lyrics/andrewgold/safeandsound.html
Besame Mucho,BZN,1997,https://www.azlyrics.com/lyrics/bzn/besamemucho.html
Wayward Soul,"Cocker, Joe",1997,https://www.azlyrics.com/lyrics/joecocker/waywardsoul.html
Keith B - Real III (Interlude),"Smith, Will",1997,https://www.azlyrics.com/lyrics/willsmith/keithbrealiiiinterlude.html
Monster Look,Beenie Man,1997,https://www.azlyrics.com/lyrics/beenieman/monsterlook.html
Dreaming Of You,Selena,1997,https://www.azlyrics.com/lyrics/selena/dreamingofyou.html
All That I Bleed (Acoustic),Savatage,1997,https://www.azlyrics.com/lyrics/savatage/allthatibleedacoustic.html
Drama,"Badu, Erykah",1997,https://www.azlyrics.com/lyrics/erykahbadu/drama.html
My Big Mouth,Oasis,1997,https://www.azlyrics.com/lyrics/oasis/mybigmouth.html
We Can't Unmake Love,"Judd, Wynonna",1997,https://www.azlyrics.com/lyrics/wynonnajudd/wecantunmakelove.html
A Room For Everything,10000 Maniacs,1997,https://www.azlyrics.com/lyrics/10000maniacs/aroomforeverything.html
Of Pain,Eighteen Visions,1997,https://www.azlyrics.com/lyrics/eighteenvisions/ofpain.html
Yeah!,Paul Brandt,1997,https://www.azlyrics.com/lyrics/paulbrandt/yeah.html
Don't Talk To Strangers,Dio,1998,https://www.azlyrics.com/lyrics/dio/donttalktostrangers191435.html
Help Me Understand,Hank Williams,1998,https://www.azlyrics.com/lyrics/hankwilliams/helpmeunderstand.html
I Wanna Thank You,Sloan,1998,https://www.azlyrics.com/lyrics/sloan/iwannathankyou.html
All Night Home,Sparklehorse,1998,https://www.azlyrics.com/lyrics/sparklehorse/allnighthome.html
Fist VS Tact,MxPx,1998,https://www.azlyrics.com/lyrics/mxpx/fistvstact.html
Patient Hope In New Snow,Bright Eyes,1998,https://www.azlyrics.com/lyrics/brighteyes/patienthopeinnewsnow.html
"From What I Was Told(from ""I Got The Hook-Up"" soundtrack)",Soulja Slim,1998,https://www.azlyrics.com/lyrics/souljaslim/fromwhatiwastold.html
Dreams Of The San Joaquin,Linda Ronstadt,1998,https://www.azlyrics.com/lyrics/lindaronstadt/dreamsofthesanjoaquin.html
If I Ever,Tanita Tikaram,1998,https://www.azlyrics.com/lyrics/tanitatikaram/ifiever.html
Lovesick,TLC,1999,https://www.azlyrics.com/lyrics/tlc/lovesick.html
The Sun Goes Down And The World Goes Dancing,"Magnetic Fields, The",1999,https://www.azlyrics.com/lyrics/magneticfields/thesungoesdownandtheworldgoesdancing.html
It Takes Love,Grits,1999,https://www.azlyrics.com/lyrics/grits/ittakeslove.html
True As Steel,Warlock,1999,https://www.azlyrics.com/lyrics/warlock/trueassteel.html
Sarah,Prince,1999,https://www.azlyrics.com/lyrics/prince/sarah.html
Morning Star,Fastball,2000,https://www.azlyrics.com/lyrics/fastball/morningstar.html
Amor Con Amor Se Paga,"Aguilar, Pepe",2000,https://www.azlyrics.com/lyrics/pepeaguilar/amorconamorsepaga.html
Be Healthy,Dead Prez,2000,https://www.azlyrics.com/lyrics/deadprez/behealthy.html
Take Me Out To A Dancehall,Pat Green,2001,https://www.azlyrics.com/lyrics/patgreen/takemeouttoadancehall.html
A Thousand Kisses Deep,Leonard Cohen,2001,https://www.azlyrics.com/lyrics/leonardcohen/athousandkissesdeep.html
Cowgirl,Lil' Keke,2001,https://www.azlyrics.com/lyrics/lilkeke/cowgirl.html
The Cage,Travis,2001,https://www.azlyrics.com/lyrics/travis/thecage.html
A Thousand Kisses Deep,"Cohen, Leonard",2001,https://www.azlyrics.com/lyrics/leonardcohen/athousandkissesdeep.html
Pop,'N Sync,2001,https://www.azlyrics.com/lyrics/nsync/pop.html
Wind Of Horus,Nile,2002,https://www.azlyrics.com/lyrics/nile/windofhorus.html
Merry Go Round,Mary Gauthier,2002,https://www.azlyrics.com/lyrics/marygauthier/merrygoround.html
Re-Birth,AZ,2002,https://www.azlyrics.com/lyrics/az/rebirth.html
Time Consumer,Coheed And Cambria,2002,https://www.azlyrics.com/lyrics/coheedandcambria/timeconsumer.html
Hardly A Mountain,Big Country,2002,https://www.azlyrics.com/lyrics/bigcountry/hardlyamountain.html
As We Wept,Demon Hunter,2002,https://www.azlyrics.com/lyrics/demonhunter/aswewept.html
7 Ways To Sunday,"Mighty Mighty Bosstones, The",2002,https://www.azlyrics.com/lyrics/mightymightybosstones/7waystosunday.html
Moving Oleta,Reba McEntire,2003,https://www.azlyrics.com/lyrics/rebamcentire/movingoleta.html
Dry Bones,"Handsome Family, The",2003,https://www.azlyrics.com/lyrics/handsomefamily/drybones.html
Something's Missing,John Mayer,2003,https://www.azlyrics.com/lyrics/johnmayer/somethingsmissing.html
Mouths Like Sidewinder Missiles,"Fall Of Troy, The",2003,https://www.azlyrics.com/lyrics/falloftroy/mouthslikesidewindermissiles.html
Time To Go Inward,"Crowell, Rodney",2003,https://www.azlyrics.com/lyrics/rodneycrowell/timetogoinward.html
2 Steps Away,Patti LaBelle,2004,https://www.azlyrics.com/lyrics/pattilabelle/2stepsaway.html
All The Drugs,"Love, Courtney",2004,https://www.azlyrics.com/lyrics/courtneylove/allthedrugs.html
Twizala,Houston,2004,https://www.azlyrics.com/lyrics/houston/twizala.html
Drop Dead Gorgeous,Katrina Elam,2004,https://www.azlyrics.com/lyrics/katrinaelam/dropdeadgorgeous.html
Thank U Lord,"Idibia, 2face",2004,https://www.azlyrics.com/lyrics/2faceidibia/thankyoulord.html
Afterglow,"Carlton, Vanessa",2004,https://www.azlyrics.com/lyrics/vanessacarlton/afterglow.html
Float On,Modest Mouse,2004,https://www.azlyrics.com/lyrics/modestmouse/floaton.html
Wrong Wit Me (Remix),Twiztid,2004,https://www.azlyrics.com/lyrics/twiztid/wrongwitmeremix.html
Se Te Hizo Tarde,Felipe Pelaez,2005,https://www.azlyrics.com/lyrics/felipepelaez/setehizotarde.html
Sympathetic Noose,Black Rebel Motorcycle Club,2005,https://www.azlyrics.com/lyrics/blackrebelmotorcycleclub/sympatheticnoose.html
I Never Knew,Leo Sayer,2005,https://www.azlyrics.com/lyrics/leosayer/ineverknew.html
Paper Rain,Amanda Stott,2005,https://www.azlyrics.com/lyrics/amandastott/paperrain.html
Prayer,"Westenra, Hayley",2005,https://www.azlyrics.com/lyrics/hayleywestenra/prayer.html
Festfolk (2006 Remix),Basshunter,2006,https://www.azlyrics.com/lyrics/basshunter/festfolk2006remix.html
Rural Route,"Knight, Chris",2006,https://www.azlyrics.com/lyrics/chrisknight/ruralroute.html
The Watchmaker's Dial,Greg Graffin,2006,https://www.azlyrics.com/lyrics/greggraffin/thewatchmakersdial.html
Heroes And Villains (Live),Powerman 5000,2006,https://www.azlyrics.com/lyrics/powerman5000/heroesandvillainslive.html
A Far Cry,BoySetsFire,2006,https://www.azlyrics.com/lyrics/boysetsfire/afarcry.html
Look Me In My Face(Limited Edition Bonus Track),Brandon Hines,2006,https://www.azlyrics.com/lyrics/brandonhines/lookmeinmyface.html
Erie Canal,Bruce Springsteen,2006,https://www.azlyrics.com/lyrics/brucespringsteen/eriecanal.html
Faint Of Heart,"Gill, Vince",2006,https://www.azlyrics.com/lyrics/vincegill/faintofheart.html
Stir,Downhere,2006,https://www.azlyrics.com/lyrics/downhere/stir.html
Last Tears,Indigo Girls,2006,https://www.azlyrics.com/lyrics/indigogirls/lasttears.html
Your Name,"Baloche, Paul",2006,https://www.azlyrics.com/lyrics/paulbaloche/yourname.html
Fight The Darkness,Ozma,2007,https://www.azlyrics.com/lyrics/ozma/fightthedarkness.html
If I Could Build My Whole World Around You,Marc Broussard,2007,https://www.azlyrics.com/lyrics/marcbroussard/ificouldbuildmywholeworldaroundyou.html
Nowhere (I Miss My Family),"Naked Brothers Band, The",2007,https://www.azlyrics.com/lyrics/nakedbrothersband/nowhere.html
What I See,Dirty Projectors,2007,https://www.azlyrics.com/lyrics/dirtyprojectors/whatisee.html
Vengeance Calls On You,Terror,2007,https://www.azlyrics.com/lyrics/terror/vengeancecallsonyou.html
Dead Duck,"Torrini, Emiliana",2008,https://www.azlyrics.com/lyrics/emilianatorrini/deadduck.html
If The Roof Is Leaking,Bronze Radio Return,2008,https://www.azlyrics.com/lyrics/bronzeradioreturn/iftheroofisleaking.html
Alicia Ross,"Edwards, Kathleen",2008,https://www.azlyrics.com/lyrics/kathleenedwards/aliciaross.html
Ready For Change,Ben Rector,2008,https://www.azlyrics.com/lyrics/benrector/readyforchange.html
Ich Kann Wenn Ich Will,Peter Maffay,2008,https://www.azlyrics.com/lyrics/petermaffay/ichkannwennichwill.html
"No Need For Introductions, I've Read About Girls Like You On The Back Of Toilet Doors",Bring Me The Horizon,2008,https://www.azlyrics.com/lyrics/bringmethehorizon/noneedforintroductionsivereadaboutgirlslikeyouonthebackoftoiletdoors.html
I Can't Help It,"Roots, The",2008,https://www.azlyrics.com/lyrics/roots/icanthelpit.html
My Same,Adele,2008,https://www.azlyrics.com/lyrics/adele/mysame.html
That's The Way It Goes,Maino,2008,https://www.azlyrics.com/lyrics/maino/thatsthewayitgoes.html
Move Through Me,In Flames,2008,https://www.azlyrics.com/lyrics/inflames/movethroughme.html
I'm The Man Who Rode The Mule Around The World,"Wainwright III, Loudon",2009,https://www.azlyrics.com/lyrics/loudonwainwrightiii/imthemanwhorodethemulearoundtheworld.html
Venga Venga,Alonzo,2009,https://www.azlyrics.com/lyrics/alonzo/vengavenga.html
Rapto,Gustavo Cerati,2009,https://www.azlyrics.com/lyrics/gustavocerati/rapto.html
Long Gone Lonesome Blues,Hank Williams Jr.,2009,https://www.azlyrics.com/lyrics/hankwilliamsjr/longgonelonesomeblues.html
Chak Glass(Grab A Glass),Imran Khan,2009,https://www.azlyrics.com/lyrics/imrankhan/chakglass.html
Drop & Gimme 50,"Jones, Mike",2009,https://www.azlyrics.com/lyrics/mikejones/dropgimme50.html
Losing Sleep(Bonus Track),Parachute,2009,https://www.azlyrics.com/lyrics/parachute/losingsleep.html
1800,Snoop Dogg,2009,https://www.azlyrics.com/lyrics/snoopdogg/1800.html
Boosie,Plies,2010,https://www.azlyrics.com/lyrics/plies/boosie.html
Mason,Crystal Bowersox,2010,https://www.azlyrics.com/lyrics/crystalbowersox/mason.html
Burn It Down,"Goudie, Rex",2010,https://www.azlyrics.com/lyrics/rexgoudie/burnitdown.html
If She Could See Me Now,Jason Aldean,2010,https://www.azlyrics.com/lyrics/jasonaldean/ifshecouldseemenow.html
Singing Me Home,Lady Antebellum,2011,https://www.azlyrics.com/lyrics/ladyantebellum/singingmehome.html
Never Lookin' Back,"Shepherd, Kenny Wayne",2011,https://www.azlyrics.com/lyrics/kennywayneshepherd/neverlookinback.html
What Child Is This,Jackie Evancho,2011,https://www.azlyrics.com/lyrics/jackieevancho/whatchildisthis.html
Playing House,Active Child,2011,https://www.azlyrics.com/lyrics/activechild/playinghouse.html
Don't Let Me Go,Nyck Caution,2011,https://www.azlyrics.com/lyrics/nyckcaution/dontletmego.html
Halo,Cimorelli,2011,https://www.azlyrics.com/lyrics/cimorelli/halo.html
I Wanna Put My Willy In GTA V,"Bull, Dan",2012,https://www.azlyrics.com/lyrics/danbull/iwannaputmywillyingtav.html
Southern Heart,"Walkmen, The",2012,https://www.azlyrics.com/lyrics/walkmen/southernheart.html
Appalachia,"Wolfe, Chelsea",2012,https://www.azlyrics.com/lyrics/chelseawolfe/appalachia.html
O God Our Help In Ages Past,Don Moen,2012,https://www.azlyrics.com/lyrics/donmoen/ogodourhelpinagespast.html
Reach Out,Nas,2012,https://www.azlyrics.com/lyrics/nas/reachout.html
Whammy,Death Grips,2012,https://www.azlyrics.com/lyrics/deathgrips/whammy.html
I Never Planned On You / Don't Come A-Knocking,Newsies Original Broadway Cast,2012,https://www.azlyrics.com/lyrics/newsiesoriginalbroadwaycast/ineverplannedonyoudontcomeaknocking.html
Look Out,Modern Baseball,2012,https://www.azlyrics.com/lyrics/modernbaseball/lookout.html
Ballad Of Trayvon Martin,"Hoge, Will",2012,https://www.azlyrics.com/lyrics/willhoge/balladoftrayvonmartin.html
Capitan Presente,MezzoSangue,2012,https://www.azlyrics.com/lyrics/mezzosangue/capitanpresente.html
All I'm Holding,Building 429,2013,https://www.azlyrics.com/lyrics/building429/allimholding.html
Money Talkin,Gudda Gudda,2013,https://www.azlyrics.com/lyrics/guddagudda/moneytalkin.html
Handyman Blues,Billy Bragg,2013,https://www.azlyrics.com/lyrics/billybragg/handymanblues.html
There Isn't Nothing,Tom Rosenthal,2013,https://www.azlyrics.com/lyrics/tomrosenthal/thereisntnothing.html
Bacteria,Bones,2013,https://www.azlyrics.com/lyrics/bones/bacteria.html
Sleep,Citizen,2013,https://www.azlyrics.com/lyrics/citizen/sleep.html
Quitte Moi,Keen'V,2013,https://www.azlyrics.com/lyrics/keenv/quittemoi.html
Let It Spill,Los Campesinos!,2013,https://www.azlyrics.com/lyrics/loscampesinos/letitspill.html
Cheers To You,Tim Hicks,2013,https://www.azlyrics.com/lyrics/timhicks/cheerstoyou.html
2013 (Accendila),Gemitaiz,2013,https://www.azlyrics.com/lyrics/gemitaiz/2013accendila.html
It All Began With A Burst,Kishi Bashi,2013,https://www.azlyrics.com/lyrics/kishibashi/itallbeganwithaburst.html
Mermaids,Nick Cave & The Bad Seeds,2013,https://www.azlyrics.com/lyrics/nickcavethebadseeds/mermaids.html
High Life,Jake Miller,2013,https://www.azlyrics.com/lyrics/jakemiller/highlife.html
Set The World On Fire,Mystic Prophecy,2013,https://www.azlyrics.com/lyrics/mysticprophecy/settheworldonfire.html
Top Of The World,"Thicke, Robin",2013,https://www.azlyrics.com/lyrics/robinthicke/topoftheworld.html
Father,Phora,2014,https://www.azlyrics.com/lyrics/phora/father.html
Death,Demon Hunter,2014,https://www.azlyrics.com/lyrics/demonhunter/death.html
Frozen Britain,James,2014,https://www.azlyrics.com/lyrics/james/frozenbritain.html
Oh Sarah,"Rundle, Emma Ruth",2014,https://www.azlyrics.com/lyrics/emmaruthrundle/ohsarah.html
Man Of Sorrows,"Cottrell, Travis",2014,https://www.azlyrics.com/lyrics/traviscottrell/manofsorrows.html
N'importe Quoi,Alkpote,2014,https://www.azlyrics.com/lyrics/alkpote/nimportequoi.html
High Above It All,"Phillips, Craig & Dean",2014,https://www.azlyrics.com/lyrics/phillipscraigdean/highaboveitall.html
Commitment Issues,ASAP Ferg,2014,https://www.azlyrics.com/lyrics/asapferg/commitmentissues.html
Frisco,Skepta,2015,https://www.azlyrics.com/lyrics/skepta/frisco.html
Bitch On The Run,"Fish, Samantha",2015,https://www.azlyrics.com/lyrics/samanthafish/bitchontherun.html
Bad Habits,FIDLAR,2015,https://www.azlyrics.com/lyrics/fidlar/badhabits.html
Beautiful Offering,Big Daddy Weave,2015,https://www.azlyrics.com/lyrics/bigdaddyweave/beautifuloffering.html
I'm On It,"Meekins, Cam",2015,https://www.azlyrics.com/lyrics/cammeekins/imonit.html
Coming Home,Darude,2015,https://www.azlyrics.com/lyrics/darude/cominghome.html
Minute,"Stud, Mike",2015,https://www.azlyrics.com/lyrics/mikestud/minute.html
Caint Use My Phone (Suite),"Badu, Erykah",2015,https://www.azlyrics.com/lyrics/erykahbadu/caintusemyphonesuite.html
My Favorite Holiday,RuPaul,2015,https://www.azlyrics.com/lyrics/rupaul/myfavoriteholiday.html
A Place In The Woods,Twiztid,2015,https://www.azlyrics.com/lyrics/twiztid/aplaceinthewoods.html
Winter,Tim Bendzko,2016,https://www.azlyrics.com/lyrics/timbendzko/winter.html
Ma Famille,Tal,2016,https://www.azlyrics.com/lyrics/tal/mafamille.html
You Don't Own Me,GRACE,2016,https://www.azlyrics.com/lyrics/grace/youdontownme.html
Dito,"Pascual, Inigo",2016,https://www.azlyrics.com/lyrics/inigopascual/dito.html
Wolves,Kanye West,2016,https://www.azlyrics.com/lyrics/kanyewest/wolves.html
Faneto,Young Pappy,2016,https://www.azlyrics.com/lyrics/youngpappy/faneto.html
High Road,Alexx Calise,2016,https://www.azlyrics.com/lyrics/alexxcalise/highroad.html
Crossroads (The Love Affair' Sailing Theme),"Pangilinan, Michael",2016,https://www.azlyrics.com/lyrics/michaelpangilinan/crossroadstheloveaffairsailingtheme.html
Animals,Big Thief,2016,https://www.azlyrics.com/lyrics/bigthief/animals.html
World Is Mine,ASAP Ferg,2016,https://www.azlyrics.com/lyrics/asapferg/worldismine.html
Stop Me,Christon Gray,2016,https://www.azlyrics.com/lyrics/christongray/stopme.html
Breakdown,Rebelution,2016,https://www.azlyrics.com/lyrics/rebelution/breakdown.html
Hoodoo Man Blues,"James, Colin",2016,https://www.azlyrics.com/lyrics/colinjames/hoodoomanblues.html
Vandalain,Fallulah,2016,https://www.azlyrics.com/lyrics/fallulah/vandalain.html
Que Que a Gente Faz Com a Gente,Zé Neto & Cristiano,2016,https://www.azlyrics.com/lyrics/znetocristiano/quequeagentefazcomagente.html
Alone,I Prevail,2016,https://www.azlyrics.com/lyrics/iprevail/alone.html
Temporary One,"Stone, Justin",2017,https://www.azlyrics.com/lyrics/justinstone/temporaryone.html
Roller Rink(Deluxe Edition Bonus Track),Rascal Flatts,2017,https://www.azlyrics.com/lyrics/rascalflatts/rollerrink.html
Don't Let Me Love,Dreamcar,2017,https://www.azlyrics.com/lyrics/dreamcar/dontletmelove.html
El Chicken Little,Roberto Tapia,2017,https://www.azlyrics.com/lyrics/robertotapia/elchickenlittle.html
Venus,nobigdyl.,2017,https://www.azlyrics.com/lyrics/nobigdyl/venus.html
Civilized,CupcakKe,2017,https://www.azlyrics.com/lyrics/cupcakke/civilized.html
Hoodwinker,Enter Shikari,2017,https://www.azlyrics.com/lyrics/entershikari/hoodwinker.html
42 By Night,Maes,2017,https://www.azlyrics.com/lyrics/maes/42bynight.html
Room For 2,Dua Lipa,2017,https://www.azlyrics.com/lyrics/dualipa/roomfor2.html
Can't Be Your Man,FBG Duck,2017,https://www.azlyrics.com/lyrics/fbgduck/cantbeyourman.html
Solstice,Gaël Faye,2017,https://www.azlyrics.com/lyrics/gaelfaye/solstice.html
Away,MitiS,2018,https://www.azlyrics.com/lyrics/mitis/away.html
Midnight Road,SF9,2018,https://www.azlyrics.com/lyrics/sf9/midnightroad.html
Before I Go,Xavier Rudd,2018,https://www.azlyrics.com/lyrics/xavierrudd/beforeigo.html
Nothing But The Truth(Deluxe Edition Bonus Track),Rosanne Cash,2018,https://www.azlyrics.com/lyrics/rosannecash/nothingbutthetruth.html
Mah's Joint,"Bellion, Jon",2018,https://www.azlyrics.com/lyrics/jonbellion/mahsjoint.html
The Wild,Mumford & Sons,2018,https://www.azlyrics.com/lyrics/mumfordsons/thewild.html
"See If I Care(from ""The Another Love"" EP)","Odell, Tom",2018,https://www.azlyrics.com/lyrics/tomodell/seeificare.html
Won't Say No,Jess Glynne,2018,https://www.azlyrics.com/lyrics/jessglynne/wontsayno.html
To My Dearest Wife,Lucero,2018,https://www.azlyrics.com/lyrics/lucero/tomydearestwife.html
Vamos,Elams,2018,https://www.azlyrics.com/lyrics/elams/vamos.html
Like A Battery,Marmozets,2018,https://www.azlyrics.com/lyrics/marmozets/likeabattery.html
Alles Probiert,Animus,2018,https://www.azlyrics.com/lyrics/animus/allesprobiert.html
Nightmares & Fantasies,Devilish Trio,2018,https://www.azlyrics.com/lyrics/devilishtrio/nightmaresfantasies.html
Phantom(Deluxe Edition Bonus Track),Namika,2018,https://www.azlyrics.com/lyrics/namika/phantom.html
Soul's Anthem (It Is Well),"Kelly, Tori",2018,https://www.azlyrics.com/lyrics/torikelly/soulsanthemitiswell.html
Land Of Honey,Flying Lotus,2019,https://www.azlyrics.com/lyrics/flyinglotus/landofhoney.html
Runaway,Tiffany Young,2019,https://www.azlyrics.com/lyrics/tiffanyyoung/runaway.html
Juro Por Esta,Christian Nodal,2019,https://www.azlyrics.com/lyrics/christiannodal/juroporesta.html
Badder Than Bad,Deno,2019,https://www.azlyrics.com/lyrics/deno/badderthanbad.html
Lines,"Gledhill, Mindy",2019,https://www.azlyrics.com/lyrics/mindygledhill/lines.html
Beautiful Bad,"Coxon, Graham",2019,https://www.azlyrics.com/lyrics/grahamcoxon/beautifulbad.html
Heart Of A Kid,Jenna Raine,2019,https://www.azlyrics.com/lyrics/jennaraine/heartofakid.html
Paradise,"Bryant, Jon",2019,https://www.azlyrics.com/lyrics/jonbryant/paradise.html
Kill Switch,Ride,2019,https://www.azlyrics.com/lyrics/ride/killswitch.html
Turtle,Wax,2019,https://www.azlyrics.com/lyrics/wax/turtle.html
Low Hanging Fruit,Heart Attack Man,2019,https://www.azlyrics.com/lyrics/heartattackman/lowhangingfruit.html
I.F.L.Y.,Bazzi,2019,https://www.azlyrics.com/lyrics/bazzi/ifly.html
Heel Veel Geld,Dopebwoy,2019,https://www.azlyrics.com/lyrics/dopebwoy/heelveelgeld.html
You V. Time,"Houdini, Sal",2019,https://www.azlyrics.com/lyrics/salhoudini/youvtime.html
Te Canto un Son,Alejandro Sanz,2019,https://www.azlyrics.com/lyrics/alejandrosanz/tecantounson.html
War Lords,Miami Yacine,2020,https://www.azlyrics.com/lyrics/miamiyacine/warlords.html
Petit Con,Sinik,2020,https://www.azlyrics.com/lyrics/sinik/petitcon.html
Trazos,SHÉ,2020,https://www.azlyrics.com/lyrics/she/trazos.html
Dear Dead End,Phantom Planet,2020,https://www.azlyrics.com/lyrics/phantomplanet/deardeadend.html
After The Great Storm,"Brun, Ane",2020,https://www.azlyrics.com/lyrics/anebrun/afterthegreatstorm.html
Bedodo,Koba LaD,2020,https://www.azlyrics.com/lyrics/kobalad/bedodo.html
Jill Scott,Alicia Keys,2020,https://www.azlyrics.com/lyrics/aliciakeys/jillscott.html
Booty,Maluma,2020,https://www.azlyrics.com/lyrics/maluma/booty.html
Burnin' Train,Bruce Springsteen,2020,https://www.azlyrics.com/lyrics/brucespringsteen/burnintrain.html
Selimut,"Sihombing, Petra",2020,https://www.azlyrics.com/lyrics/petrasihombing/selimut.html
Auf Dein Nacken,Nazar,2020,https://www.azlyrics.com/lyrics/nazar/aufdeinnacken.html
Frankie Carbone,Smoke DZA,2020,https://www.azlyrics.com/lyrics/smokedza/frankiecarbone.html
06 Burst,"Dawson, Jean",2020,https://www.azlyrics.com/lyrics/jeandawson/06burst.html
Russia,Allan Rayman,2020,https://www.azlyrics.com/lyrics/allanrayman/russia.html
Rich Rich,Ufo361,2020,https://www.azlyrics.com/lyrics/ufo361/richrich.html
Isabella,James,2021,https://www.azlyrics.com/lyrics/james/isabella.html
Strangers,Dayglow,2021,https://www.azlyrics.com/lyrics/dayglow/strangers.html
